;borough;neighborhood;zip_code;latitude;longitude;landsqmi;density;median_house_value;median_age;avg_household_size;avg_agi;avg_wage;total_population;nb_positive_covid19;perc_pop_positive_covid19;medical_center;arts_entertainment;nightlife_spot;outdoors_recreation;shop_service;food
125;Queens;North Queens;11356;40.785462;-73.84366;1.57;15542.0;673154.0;38.3;3.2;43305.0;43272.0;24400.940000000002;376;0.015409242430824385;15.0;6.0;15.0;14.0;35.0;43.0
126;Queens;North Queens;11357;40.784453000000006;-73.80922;2.8;14993.0;721397.0;45.2;2.8;72979.0;65091.0;41980.399999999994;580;0.013815971262779775;17.0;2.0;4.0;13.0;41.0;32.0
127;Queens;North Queens;11358;40.760521999999995;-73.79612;1.95;19237.0;787296.0;43.8;2.9;54130.0;52468.0;37512.15;395;0.010529921638722387;21.0;7.0;16.0;10.0;41.0;46.0
128;Queens;North Queens;11360;40.780386;-73.78005;1.43;13770.0;591512.0;48.8;2.3;84422.0;73366.0;19691.1;215;0.010918638369618762;36.0;6.0;4.0;14.0;39.0;27.0
129;Queens;Northeast Queens;11361;40.763177;-73.77391999999999;1.76;16777.0;718474.0;41.6;2.8;62051.0;59649.0;29527.52;317;0.010735747533148737;42.0;11.0;42.0;19.0;46.0;50.0
130;Queens;Northeast Queens;11362;40.759686;-73.73321999999999;2.52;7458.0;586789.0;49.3;2.6;73584.0;65553.0;18794.16;220;0.0117057639181533;6.0;2.0;2.0;12.0;24.0;15.0
131;Queens;Northeast Queens;11363;40.772636;-73.74644;0.87;8672.0;918868.0;45.7;2.9;106511.0;87949.0;7544.64;76;0.010073376595834923;1.0;2.0;3.0;6.0;10.0;9.0
132;Queens;Northeast Queens;11364;40.746718;-73.75994;2.47;14750.0;596123.0;45.1;2.7;63494.0;60466.0;36432.5;343;0.009414670966856515;8.0;3.0;5.0;6.0;44.0;46.0
133;Queens;Central Queens;11365;40.738983000000005;-73.79209;2.5;18518.0;718249.0;41.6;2.9;53403.0;49660.0;46295.0;585;0.012636353817906901;27.0;7.0;7.0;5.0;32.0;44.0
134;Queens;Central Queens;11366;40.726137;-73.79502;1.09;13263.0;776500.0;40.8;3.2;62381.0;57503.0;14456.670000000002;306;0.021166700215194782;31.0;3.0;6.0;11.0;41.0;48.0
135;Queens;Central Queens;11367;40.728614;-73.82145;2.38;18578.0;443409.0;35.3;2.9;54365.0;49583.0;44215.64;712;0.01610289933607203;27.0;5.0;3.0;2.0;32.0;36.0
136;Queens;West Queens;11368;40.747106;-73.85838000000001;2.63;44207.0;582066.0;32.3;4.1;25808.0;29305.0;116264.40999999999;2919;0.025106565285111758;22.0;12.0;13.0;16.0;44.0;45.0
137;Queens;West Queens;11369;40.762854;-73.87051;1.07;35179.0;599946.0;37.2;3.4;32680.0;34952.0;37641.53;1081;0.028718280048659024;2.0;4.0;14.0;15.0;38.0;40.0
138;Queens;West Queens;11370;40.763015;-73.89052;1.42;24121.0;705204.0;37.6;3.2;40290.0;42475.0;34251.82;1037;0.030275763448482446;7.0;3.0;8.0;8.0;37.0;31.0
139;Queens;West Queens;11372;40.750146;-73.88433;0.74;88469.0;335902.0;40.0;2.7;37821.0;40998.0;65467.06;1764;0.026944848294699657;42.0;25.0;46.0;29.0;50.0;50.0
140;Queens;West Queens;11373;40.736076000000004;-73.87804;1.53;64152.0;597022.0;38.9;3.2;30397.0;33004.0;98152.56;2269;0.023117074073259018;44.0;7.0;15.0;23.0;43.0;50.0
141;Queens;West Central Queens;11374;40.724945;-73.8609;0.93;47089.0;378635.0;44.3;2.3;54199.0;54053.0;43792.770000000004;817;0.018656047562188915;36.0;7.0;4.0;22.0;47.0;49.0
142;Queens;West Central Queens;11375;40.720535;-73.84581999999999;1.98;37375.0;430364.0;42.2;2.2;82173.0;76927.0;74002.5;1170;0.015810276679841896;47.0;14.0;21.0;47.0;50.0;50.0
143;Queens;West Queens;11377;40.742869;-73.90377;2.55;35791.0;542707.0;39.2;2.9;36968.0;39114.0;91267.04999999999;1448;0.01586552868751647;38.0;11.0;30.0;31.0;48.0;49.0
144;Queens;West Queens;11378;40.724096;-73.90271;2.55;14192.0;646503.0;38.7;2.8;48552.0;49562.0;36189.6;509;0.014064814200764861;13.0;6.0;6.0;13.0;37.0;37.0
145;Queens;West Central Queens;11379;40.716028;-73.87925;2.07;18354.0;691822.0;43.5;2.8;60798.0;59593.0;37992.78;558;0.014687001056516527;10.0;7.0;6.0;12.0;45.0;43.0
146;Queens;West Central Queens;11385;40.703069;-73.89285;3.61;29939.0;611529.0;35.7;3.1;39372.0;41336.0;108079.79;1396;0.012916383349745592;38.0;16.0;26.0;20.0;42.0;43.0
147;Queens;Southeast Queens;11411;40.693538000000004;-73.73574;1.17;17349.0;469386.0;44.7;3.3;47370.0;44864.0;20298.329999999998;503;0.024780363704797394;12.0;5.0;5.0;2.0;32.0;20.0
148;Queens;Jamaica;11412;40.697188;-73.75948000000001;1.65;23932.0;463539.0;39.8;3.6;40066.0;39307.0;39487.799999999996;900;0.02279184963457068;1.0;1.0;4.0;2.0;38.0;17.0
149;Queens;Southeast Queens;11413;40.670138;-73.75140999999999;3.1;14041.0;484343.0;39.6;3.5;44569.0;43540.0;43527.1;954;0.021917380206813688;0.0;0.0;0.0;0.0;11.0;3.0
150;Queens;Southwest Queens;11414;40.658188;-73.84321;2.3;12885.0;558450.0;45.6;2.8;62800.0;57787.0;29635.499999999996;618;0.020853368426380525;38.0;3.0;4.0;13.0;43.0;38.0
151;Queens;Southwest Queens;11415;40.706903000000004;-73.82973;0.57;35540.0;377511.0;38.9;2.4;59551.0;56342.0;20257.8;377;0.01861011560978981;28.0;8.0;12.0;26.0;41.0;47.0
152;Queens;Southwest Queens;11416;40.683301;-73.8503;0.67;42019.0;564635.0;35.6;3.8;32679.0;34664.0;28152.730000000003;438;0.015557993842870654;24.0;9.0;10.0;19.0;41.0;42.0
153;Queens;Southwest Queens;11417;40.675534000000006;-73.84476;1.12;29401.0;517629.0;38.2;3.6;39792.0;41242.0;32929.12;573;0.017401011627398485;11.0;7.0;8.0;10.0;44.0;46.0
154;Queens;Southwest Queens;11418;40.698485;-73.83365;1.63;24398.0;536972.0;34.6;3.6;38700.0;40434.0;39768.74;702;0.01765205535805258;38.0;6.0;15.0;13.0;32.0;44.0
155;Queens;Southwest Queens;11419;40.688688;-73.82216;1.13;47074.0;517629.0;36.4;4.1;31453.0;34793.0;53193.619999999995;753;0.014155832973954396;29.0;1.0;19.0;7.0;40.0;41.0
156;Queens;Southwest Queens;11420;40.673138;-73.81443;2.08;24115.0;509420.0;38.4;3.8;37671.0;39484.0;50159.200000000004;914;0.01822198121182156;12.0;2.0;4.0;4.0;35.0;41.0
157;Queens;Southwest Queens;11421;40.690870000000004;-73.85828000000001;1.29;34320.0;506047.0;37.8;3.7;36465.0;38427.0;44272.8;804;0.018160134439204206;25.0;4.0;11.0;8.0;45.0;43.0
158;Queens;Southeast Queens;11422;40.662538;-73.73514;1.97;17135.0;470511.0;37.7;3.5;45260.0;45296.0;33755.95;707;0.020944455718177095;3.0;2.0;1.0;4.0;36.0;30.0
159;Queens;Jamaica;11423;40.714261;-73.76824;1.41;23306.0;515155.0;40.2;3.3;45234.0;42209.0;32861.46;688;0.020936379576561723;23.0;1.0;6.0;7.0;24.0;34.0
160;Queens;Southeast Queens;11426;40.732239;-73.72108;1.35;15873.0;569696.0;38.7;3.3;57449.0;56428.0;21428.550000000003;366;0.01708001708001708;5.0;2.0;1.0;7.0;15.0;7.0
161;Queens;Southeast Queens;11427;40.728235;-73.74781999999999;1.58;15303.0;535172.0;42.4;3.1;53802.0;51352.0;24178.74;566;0.023408994844230924;13.0;1.0;2.0;10.0;26.0;23.0
162;Queens;Southeast Queens;11428;40.719981;-73.74127;0.83;24201.0;507846.0;40.3;3.6;43066.0;43870.0;20086.829999999998;489;0.024344309181687705;17.0;6.0;5.0;18.0;42.0;43.0
163;Queens;Southeast Queens;11429;40.708833;-73.73903;1.3;21554.0;463651.0;39.8;3.8;39843.0;39371.0;28020.2;690;0.02462509189798788;3.0;3.0;0.0;5.0;34.0;13.0
164;Queens;Jamaica;11432;40.714144;-73.79324;2.15;30735.0;633570.0;35.4;3.3;42549.0;41257.0;66080.25;1133;0.017145818909583423;21.0;0.0;17.0;23.0;37.0;46.0
165;Queens;Jamaica;11433;40.696538000000004;-73.78734;1.55;23550.0;436549.0;34.7;3.5;33185.0;34386.0;36502.5;643;0.017615231833436065;1.0;1.0;0.0;4.0;34.0;25.0
166;Queens;Jamaica;11434;40.674888;-73.7727;3.24;20907.0;434075.0;37.8;3.1;39349.0;38678.0;67738.68000000001;1415;0.02088909910851525;11.0;2.0;0.0;9.0;38.0;29.0
167;Queens;Jamaica;11435;40.700068;-73.80986;1.51;39670.0;409223.0;35.7;3.1;37594.0;39623.0;59901.7;1057;0.017645576002016636;28.0;7.0;20.0;13.0;45.0;48.0
168;Queens;Jamaica;11436;40.674146;-73.79687;0.79;26887.0;430252.0;36.2;3.7;36718.0;37582.0;21240.73;357;0.01680733195139715;2.0;4.0;3.0;2.0;31.0;32.0
169;Queens;Rockaways;11691;40.60002;-73.75962;2.83;23402.0;495588.0;32.2;3.1;36362.0;35032.0;66227.66;1543;0.023298422441620312;17.0;4.0;3.0;10.0;31.0;25.0
170;Queens;Rockaways;11692;40.592939;-73.79568;1.0;20567.0;407424.0;34.2;3.0;34610.0;36813.0;20567.0;399;0.019400009724315652;3.0;2.0;1.0;10.0;21.0;20.0
171;Queens;Rockaways;11693;40.596959000000005;-73.81978000000001;1.0;12932.0;349285.0;38.8;2.6;45904.0;45315.0;12932.0;262;0.020259820600061863;0.0;1.0;1.0;4.0;3.0;2.0
172;Queens;Rockaways;11694;40.57649;-73.84721;1.37;15605.0;711276.0;49.4;2.4;91399.0;68314.0;21378.850000000002;475;0.02221822034393805;7.0;2.0;6.0;26.0;21.0;16.0
173;Queens;Rockaways;11697;40.560167;-73.90890999999999;2.22;1692.0;625698.0;49.5;2.7;90992.0;78957.0;3756.2400000000002;73;0.019434327944966242;2.0;1.0;3.0;12.0;15.0;4.0
